,GEOID,CD
1068,1500000US280730201001,02
1069,1500000US280730201002,02
1070,1500000US280730201003,02
1071,1500000US280730201004,02
1072,1500000US280730202012,02
1073,1500000US280730202021,02
1074,1500000US280730202022,02
1075,1500000US280779601004,02
1076,1500000US280779602001,04
1077,1500000US280779602002,02
1078,1500000US280779602003,02
1079,1500000US280779603001,02
1080,1500000US280779603002,02
1081,1500000US280779603003,02
1082,1500000US280790401001,03
1083,1500000US280679508003,04
1084,1500000US280679511004,04
1085,1500000US280790401003,03
1086,1500000US280490105001,01
1087,1500000US280490105002,01
1088,1500000US280490105003,01
1089,1500000US280490105004,01
1090,1500000US280490105006,01
1091,1500000US280490106001,01
1092,1500000US280859502003,01
1093,1500000US280490106003,01
1094,1500000US280490107001,01
1095,1500000US280490107002,01
1096,1500000US280490107003,01
1097,1500000US280490108012,01
1098,1500000US280490108051,01
1099,1500000US280490108061,01
1100,1500000US280490108062,01
1101,1500000US280490108071,01
1102,1500000US280490108072,01
1103,1500000US280490108082,01
1104,1500000US280490108083,01
1105,1500000US280490108091,01
1106,1500000US280490109012,01
1107,1500000US280490109021,01
1108,1500000US280490109023,01
1109,1500000US280730202023,02
1110,1500000US280490110012,04
1111,1500000US280490110021,04
1112,1500000US280490110022,04
1113,1500000US280490111012,04
1114,1500000US280490111021,04
1115,1500000US280490111023,04
1116,1500000US280490111024,04
1117,1500000US280490111031,04
1118,1500000US280490111032,04
1119,1500000US280490112011,01
1120,1500000US280490112012,01
1121,1500000US280490112021,01
1122,1500000US280490112022,01
1123,1500000US280490112024,04
1124,1500000US280790401002,01
1125,1500000US280490113002,01
1126,1500000US280490113003,01
1127,1500000US280490115001,04
1128,1500000US280490115002,04
1129,1500000US280519501001,01
1130,1500000US280519501002,01
1131,1500000US280519501003,01
1132,1500000US280519501005,01
1133,1500000US280519502001,01
1134,1500000US280519502002,01
1135,1500000US280490106002,01
1136,1500000US280519503001,01
1137,1500000US280519503003,01
1138,1500000US280519504001,01
1139,1500000US280519504002,01
1140,1500000US280519504003,01
1141,1500000US280519505001,01
1142,1500000US280490110011,01
1143,1500000US280519505004,01
1144,1500000US280539501001,01
1145,1500000US280539501002,01
1146,1500000US280539501003,01
1147,1500000US280539502001,01
1148,1500000US280539502002,01
1149,1500000US280539503001,01
1150,1500000US280539503002,01
1151,1500000US280539503003,01
1152,1500000US280559501001,01
1153,1500000US280490113001,01
1154,1500000US280579501001,03
1155,1500000US280579501002,03
1156,1500000US280579501003,03
1157,1500000US280579501004,03
1158,1500000US280579502002,03
1159,1500000US280579502003,03
1160,1500000US280579502004,03
1161,1500000US280579503001,03
1162,1500000US280579503003,03
1163,1500000US280519502004,01
1164,1500000US280579504002,03
1165,1500000US280579504003,03
1166,1500000US280579504004,03
1167,1500000US280579505001,03
1168,1500000US280579505002,03
1169,1500000US280590401011,02
1170,1500000US280590401012,02
1171,1500000US280519505003,01
1172,1500000US280590401014,02
1173,1500000US280590401021,02
1174,1500000US280590401022,02
1175,1500000US280590401023,02
1176,1500000US280590401024,02
1177,1500000US280590402011,02
1178,1500000US280590402012,02
1179,1500000US280559501002,01
1180,1500000US280590402031,02
1181,1500000US280590402032,02
1182,1500000US280590402041,02
1183,1500000US280590402042,02
1184,1500000US280590403001,02
1185,1500000US280590403002,02
1186,1500000US280590403003,02
1187,1500000US280590403004,02
1188,1500000US280590404001,02
1189,1500000US280590404002,02
1190,1500000US280590404003,02
1191,1500000US280590405001,02
1192,1500000US280590405003,02
1193,1500000US280590405004,02
1194,1500000US280590406001,02
1195,1500000US280590406002,02
1196,1500000US280590406004,02
1197,1500000US280590406005,02
1198,1500000US280579504001,03
1199,1500000US280590407002,02
1200,1500000US280590407004,02
1201,1500000US280959505011,03
1202,1500000US280959505012,04
1203,1500000US280959505021,03
1204,1500000US280959505022,04
1205,1500000US281099501002,02
1206,1500000US281099501003,02
1207,1500000US281099501004,02
1208,1500000US281099502001,02
1209,1500000US281099502002,02
1210,1500000US281099502003,02
1211,1500000US281099503001,02
1212,1500000US280590402014,02
1213,1500000US281299503003,04
1214,1500000US281299503004,03
1215,1500000US281299503005,03
1216,1500000US281310201001,02
1217,1500000US281310201003,02
1218,1500000US281310202011,02
1219,1500000US281310202012,02
1220,1500000US281310202013,02
1221,1500000US281310202021,02
1222,1500000US281310202022,02
1223,1500000US281339501001,01
1224,1500000US280590407001,02
1225,1500000US280959506003,04
1226,1500000US280959507001,04
1227,1500000US280959508001,04
1228,1500000US280959508002,04
1229,1500000US280959508004,04
1230,1500000US280979501001,03
1231,1500000US280979501002,03
1232,1500000US280979501003,03
1233,1500000US280979502001,03
1234,1500000US280979502002,03
1235,1500000US280959506001,04
1236,1500000US281099504011,02
1237,1500000US281099504012,02
1238,1500000US281099504013,02
1239,1500000US281099504014,02
1240,1500000US281099504021,02
1241,1500000US281099504022,02
1242,1500000US281099504023,02
1243,1500000US281210206003,04
1244,1500000US280590401013,02
1245,1500000US281339501003,01
1246,1500000US281339501004,01
1247,1500000US281339501005,01
1248,1500000US281339501006,01
1249,1500000US281339502001,01
1250,1500000US281339502003,01
1251,1500000US281339502004,01
1252,1500000US281339503002,01
1253,1500000US281339503003,01
1254,1500000US281339504011,01
1255,1500000US281339504012,01
1256,1500000US280979502003,03
1257,1500000US280979503001,03
1258,1500000US280979503003,03
1259,1500000US280979503004,03
1260,1500000US280979503005,03
1261,1500000US280990101001,04
1262,1500000US280990101002,04
1263,1500000US280990101003,04
1264,1500000US280990101004,04
1265,1500000US280990102001,04
1266,1500000US280990102002,04
1267,1500000US281210206004,04
1268,1500000US281210207011,04
1269,1500000US281210207041,04
1270,1500000US281210207042,04
1271,1500000US281210207043,00
1272,1500000US281210207044,00
1273,1500000US281210208011,04
1274,1500000US281210208021,04
1275,1500000US281210208022,04
1276,1500000US281210208023,04
1277,1500000US281210208024,04
1278,1500000US281210208025,04
1279,1500000US281210208031,03
1280,1500000US281210209001,03
1281,1500000US281210209002,03
1282,1500000US281210209003,03
1283,1500000US281339504014,01
1284,1500000US281339504021,01
1285,1500000US281339504022,00
1286,1500000US281339505001,01
1287,1500000US281339505002,01
1288,1500000US281339505003,01
1289,1500000US281339506001,01
1290,1500000US281339506002,01
1291,1500000US281359501001,03
1292,1500000US281359501002,03
1293,1500000US281359501003,03
1294,1500000US280990102003,04
1295,1500000US280990104002,04
1296,1500000US280990104004,04
1297,1500000US280990105001,04
1298,1500000US280990105002,04
1299,1500000US280990105003,04
1300,1500000US280990106001,04
1301,1500000US280990106002,04
1302,1500000US280990106003,04
1303,1500000US280990106004,04
1304,1500000US280990106005,04
1305,1500000US280990107001,04
1306,1500000US281210209004,03
1307,1500000US281210210012,04
1308,1500000US281210210021,03
1309,1500000US281210210022,03
1310,1500000US281210210023,03
1311,1500000US281210210024,04
1312,1500000US281210210032,04
1313,1500000US281219800001,04
1314,1500000US281230201001,03
1315,1500000US281359502002,03
1316,1500000US281359502003,03
1317,1500000US281359503001,01
1318,1500000US281359503003,01
1319,1500000US281359504001,03
1320,1500000US281099505021,02
1321,1500000US281099505022,02
1322,1500000US281099505023,02
1323,1500000US281099506002,02
1324,1500000US281099506003,02
1325,1500000US281099506004,02
1326,1500000US281099507001,02
1327,1500000US281099507002,02
1328,1500000US281099507004,02
1329,1500000US280990107002,04
1330,1500000US280999401001,04
1331,1500000US280999401002,04
1332,1500000US281010501001,04
1333,1500000US281010501002,04
1334,1500000US281010501003,04
1335,1500000US281010502001,04
1336,1500000US281010502002,04
1337,1500000US281010502003,04
1338,1500000US281230201002,03
1339,1500000US281230201003,03
1340,1500000US281230201004,03
1341,1500000US281230201005,03
1342,1500000US281230202001,03
1343,1500000US281230202002,03
1344,1500000US281230202004,03
1345,1500000US281230203001,03
1346,1500000US281230203002,03
1347,1500000US281119501011,02
1348,1500000US281119501012,02
1349,1500000US281119501013,02
1350,1500000US281119501014,02
1351,1500000US281119501021,04
1352,1500000US281119501022,02
1353,1500000US281119501023,02
1354,1500000US281119502001,02
1355,1500000US281119502002,02
1356,1500000US281010503002,04
1357,1500000US281010503003,04
1358,1500000US281010503004,04
1359,1500000US281010503005,04
1360,1500000US281010504001,04
1361,1500000US281010504003,04
1362,1500000US281010504004,04
1363,1500000US281010504005,04
1364,1500000US281010505001,04
1365,1500000US281010505002,04
1366,1500000US281010505003,04
1367,1500000US281039501001,04
1368,1500000US281230203003,03
1369,1500000US281230204001,03
1370,1500000US281230204003,03
1371,1500000US281230205001,03
1372,1500000US281230205002,03
1373,1500000US281230205003,03
1374,1500000US281230205004,03
1375,1500000US281230206001,03
1376,1500000US281230206002,03
1377,1500000US281230206003,03
1378,1500000US281259501002,01
1379,1500000US281259501003,01
1380,1500000US281119502003,02
1381,1500000US281139501012,01
1382,1500000US281139501013,01
1383,1500000US281139501021,01
1384,1500000US281139501022,01
1385,1500000US281139502001,01
1386,1500000US281139502003,01
1387,1500000US281139503001,01
1388,1500000US281139503002,01
1389,1500000US281139503003,01
1390,1500000US281139503005,01
1391,1500000US281139504001,01
1392,1500000US281139504002,01
1393,1500000US281139505001,01
1394,1500000US281139505002,01
1395,1500000US281039501002,04
1396,1500000US281039501003,04
1397,1500000US281039501004,04
1398,1500000US281039501005,04
1399,1500000US281039502002,04
1400,1500000US281039502003,04
1401,1500000US281039503001,04
1402,1500000US281039503002,04
1403,1500000US281259501004,01
1404,1500000US281259502001,01
1405,1500000US281279501001,04
1406,1500000US281279501002,04
1407,1500000US281279501003,04
1408,1500000US281279501004,04
1409,1500000US281279501005,04
1410,1500000US281279502001,04
1411,1500000US281279502003,04
1412,1500000US281279502004,04
1413,1500000US281279503001,04
1414,1500000US281159501021,03
1415,1500000US281159501022,03
1416,1500000US281159501023,03
1417,1500000US281159502001,03
1418,1500000US281159502003,03
1419,1500000US281159503001,03
1420,1500000US281159503002,03
1421,1500000US281159503003,03
1422,1500000US281159503004,03
1423,1500000US281159504001,03
1424,1500000US281159504002,03
1425,1500000US281159504003,03
1426,1500000US281159505001,03
1427,1500000US281059501001,04
1428,1500000US281059501002,04
1429,1500000US281059501003,04
1430,1500000US281059502001,04
1431,1500000US281059502003,04
1432,1500000US281059502004,04
1433,1500000US281059503002,04
1434,1500000US281059504001,04
1435,1500000US281059504002,04
1436,1500000US281059504003,04
1437,1500000US281059504004,04
1438,1500000US281059505002,04
1439,1500000US281059505003,04
1440,1500000US281059505004,04
1441,1500000US281059506011,04
1442,1500000US281059506021,04
1443,1500000US281059506022,04
1444,1500000US281059506023,04
1445,1500000US281279503002,04
1446,1500000US281279503003,04
1447,1500000US281279503004,04
1448,1500000US281279504002,04
1449,1500000US281279504003,04
1450,1500000US281279504004,04
1451,1500000US281279504005,04
1452,1500000US281279504006,04
1453,1500000US281139505004,01
1454,1500000US281139505005,01
1455,1500000US281139505007,01
1456,1500000US281139506001,01
1457,1500000US281139506002,01
1458,1500000US281139506003,01
1459,1500000US281139506004,01
1460,1500000US281139507001,01
1461,1500000US281139507002,01
1462,1500000US281139507003,01
1463,1500000US281139507004,01
1464,1500000US281159501012,03
1465,1500000US281159501013,03
1466,1500000US281059507001,04
1467,1500000US281059507002,04
1468,1500000US281059507003,04
1469,1500000US281059507004,04
1470,1500000US281079501001,03
1471,1500000US281079501002,01
1472,1500000US281079501003,01
1473,1500000US281079501004,03
1474,1500000US281079502002,03
1475,1500000US281079503001,03
1476,1500000US281079503002,03
1477,1500000US281279504007,04
1478,1500000US281279504008,04
1479,1500000US281279505002,04
1480,1500000US281279505003,04
1481,1500000US281279505004,04
1482,1500000US281299501001,03
1483,1500000US281299501002,03
1484,1500000US281299501003,03
1485,1500000US281299501004,03
1486,1500000US281159505002,03
1487,1500000US281179501001,03
1488,1500000US281179501002,03
1489,1500000US281179501003,03
1490,1500000US281179501004,03
1491,1500000US281179501005,03
1492,1500000US281179502001,03
1493,1500000US281179502002,03
1494,1500000US281179502003,03
1495,1500000US281179502004,03
1496,1500000US281079503003,03
1497,1500000US281079504001,03
1498,1500000US281079504002,03
1499,1500000US281079504003,03
1500,1500000US281079505001,03
1501,1500000US281079505003,03
1502,1500000US281079505004,01
1503,1500000US281079506002,03
1504,1500000US281079506003,03
1505,1500000US281079506005,03
1506,1500000US281099501001,02
1507,1500000US281299502001,03
1508,1500000US281299502002,03
1509,1500000US281299502003,03
1510,1500000US281299502004,03
1511,1500000US281299502005,03
1512,1500000US281299503001,03
1513,1500000US281299503002,03
1514,1500000US280619501003,04
1515,1500000US280619502002,04
1516,1500000US280619503001,04
1517,1500000US280619503002,04
1518,1500000US280619503003,04
1519,1500000US280619503004,02
1520,1500000US280619504001,04
1521,1500000US280619504002,04
1522,1500000US280619504003,04
1523,1500000US280690301001,04
1524,1500000US280790404002,03
1525,1500000US280790404003,01
1526,1500000US280790404004,03
1527,1500000US280790405001,01
1528,1500000US280790405002,01
1529,1500000US280790405003,01
1530,1500000US280790406001,03
1531,1500000US280859502004,02
1532,1500000US280859503001,02
1533,1500000US280859503002,02
1534,1500000US280859503003,02
1535,1500000US280859503004,02
1536,1500000US280859504002,02
1537,1500000US280859504003,02
1538,1500000US280859504004,02
1539,1500000US280859505002,04
1540,1500000US280859505003,04
1541,1500000US280859505005,04
1542,1500000US280859506001,04
1543,1500000US280859506002,04
1544,1500000US280859506003,04
1545,1500000US280730203011,02
1546,1500000US280730203013,02
1547,1500000US280730203014,02
1548,1500000US280730203021,04
1549,1500000US280730203023,04
1550,1500000US280730204001,02
1551,1500000US280730204002,02
1552,1500000US280730204003,02
1553,1500000US280730204004,02
1554,1500000US280730204005,02
1555,1500000US280730205001,02
1556,1500000US280730205002,02
1557,1500000US280730205003,02
1558,1500000US280639501001,01
1559,1500000US280639501002,01
1560,1500000US280639501003,01
1561,1500000US280639501004,01
1562,1500000US280639501005,01
1563,1500000US280790406002,03
1564,1500000US280790406004,03
1565,1500000US280790407001,01
1566,1500000US280790407002,01
1567,1500000US280790407003,01
1568,1500000US280819501011,03
1569,1500000US280819501012,03
1570,1500000US280819501021,03
1571,1500000US280819501022,03
1572,1500000US280819501023,03
1573,1500000US280819502011,04
1574,1500000US280819502012,04
1575,1500000US280819502013,04
1576,1500000US280859506004,04
1577,1500000US280870001011,04
1578,1500000US280870001012,04
1579,1500000US280870001013,03
1580,1500000US280870001021,04
1581,1500000US280870001022,04
1582,1500000US280870002001,04
1583,1500000US280870003001,04
1584,1500000US280870003003,04
1585,1500000US280870003004,04
1586,1500000US280870003005,04
1587,1500000US280730206001,02
1588,1500000US280730206002,02
1589,1500000US280730206003,02
1590,1500000US280750002003,02
1591,1500000US280750003001,02
1592,1500000US280750003003,02
1593,1500000US280750004001,02
1594,1500000US280750004002,02
1595,1500000US280750004003,02
1596,1500000US280750004005,02
1597,1500000US280750006001,02
1598,1500000US280750006002,02
1599,1500000US280750006003,02
1600,1500000US280750007002,02
1601,1500000US280750007003,02
1602,1500000US280750007004,02
1603,1500000US280750008002,02
1604,1500000US280750009001,02
1605,1500000US280750009002,02
1606,1500000US280750009004,00
1607,1500000US280750009005,02
1608,1500000US280750010001,02
1609,1500000US280750010002,02
1610,1500000US280619504004,04
1611,1500000US280639501006,01
1612,1500000US280659501001,04
1613,1500000US280659501002,04
1614,1500000US280659501003,04
1615,1500000US280659501004,02
1616,1500000US280659502011,04
1617,1500000US280659502012,04
1618,1500000US280659502013,04
1619,1500000US280659502022,04
1620,1500000US280659502023,02
1621,1500000US280819502021,03
1622,1500000US280819502022,04
1623,1500000US280819502023,03
1624,1500000US280819503011,03
1625,1500000US280819503012,03
1626,1500000US280819503021,03
1627,1500000US280819503022,03
1628,1500000US280819504011,04
1629,1500000US280819504012,04
1630,1500000US280819504021,04
1631,1500000US280819504023,04
1632,1500000US280819505001,04
1633,1500000US280819505002,04
1634,1500000US280819505003,04
1635,1500000US280819505005,04
1636,1500000US280819506011,04
1637,1500000US280819506012,04
1638,1500000US280870004011,04
1639,1500000US280870004012,04
1640,1500000US280870004013,04
1641,1500000US280870004014,04
1642,1500000US280870004015,04
1643,1500000US280870004031,04
1644,1500000US280870004032,04
1645,1500000US280690301003,04
1646,1500000US280690301004,04
1647,1500000US280750010003,02
1648,1500000US280750011011,02
1649,1500000US280750011012,02
1650,1500000US280750011014,02
1651,1500000US280750011021,02
1652,1500000US280750011022,02
1653,1500000US280750011023,02
1654,1500000US280750102011,02
1655,1500000US280750102012,02
1656,1500000US280750102013,02
1657,1500000US280750102014,02
1658,1500000US280750102021,02
1659,1500000US280750102022,02
1660,1500000US280750102024,02
1661,1500000US280750102025,02
1662,1500000US280750103011,02
1663,1500000US280659502024,04
1664,1500000US280679501001,04
1665,1500000US280679501002,04
1666,1500000US280679501003,04
1667,1500000US280679501005,04
1668,1500000US280679502001,02
1669,1500000US280679502002,04
1670,1500000US280679502003,02
1671,1500000US280679502004,04
1672,1500000US280679503011,02
1673,1500000US280679503012,02
1674,1500000US280679503013,02
1675,1500000US280819506021,04
1676,1500000US280819506023,04
1677,1500000US280819507001,04
1678,1500000US280819507002,04
1679,1500000US280819507003,04
1680,1500000US280819507004,04
1681,1500000US280819508002,04
1682,1500000US280819508003,04
1683,1500000US280819509011,04
1684,1500000US280819509012,04
1685,1500000US280819509022,04
1686,1500000US280819509023,04
1687,1500000US280819510011,04
1688,1500000US280819510012,04
1689,1500000US280819510022,04
1690,1500000US280819511001,04
1691,1500000US280819511002,04
1692,1500000US280819511003,04
1693,1500000US280819511004,04
1694,1500000US280819511006,04
1695,1500000US280819800001,04
1696,1500000US280690302001,04
1697,1500000US280690302002,04
1698,1500000US280690302003,04
1699,1500000US280690302004,04
1700,1500000US280690302005,04
1701,1500000US280719501001,03
1702,1500000US280719501002,03
1703,1500000US280719502021,03
1704,1500000US280719502022,03
1705,1500000US280719502023,03
1706,1500000US280719503011,03
1707,1500000US280750103012,02
1708,1500000US280750103013,02
1709,1500000US280750103021,04
1710,1500000US280750103022,02
1711,1500000US280750103023,02
1712,1500000US280750104001,02
1713,1500000US280750104002,02
1714,1500000US280750105002,02
1715,1500000US280750105003,02
1716,1500000US280750105004,02
1717,1500000US280679503021,04
1718,1500000US280679503022,02
1719,1500000US280679504012,04
1720,1500000US280679504022,04
1721,1500000US280679504023,04
1722,1500000US280679504024,04
1723,1500000US280679505002,04
1724,1500000US280679505003,04
1725,1500000US280679505004,04
1726,1500000US280679506001,04
1727,1500000US280679506002,04
1728,1500000US280679506004,04
1729,1500000US280679506005,04
1730,1500000US280679507001,04
1731,1500000US280679507002,04
1732,1500000US280679507004,04
1733,1500000US280679508001,04
1734,1500000US280679508002,04
1735,1500000US280839501001,01
1736,1500000US280839501002,01
1737,1500000US280839502001,01
1738,1500000US280839502002,01
1739,1500000US280839503001,01
1740,1500000US280839503003,01
1741,1500000US280839503004,01
1742,1500000US280839504001,01
1743,1500000US280839504002,01
1744,1500000US280719503012,03
1745,1500000US280719503014,03
1746,1500000US280719503021,03
1747,1500000US280719503022,03
1748,1500000US280719504011,03
1749,1500000US280719504012,03
1750,1500000US280719504013,03
1751,1500000US280719504021,03
1752,1500000US280719504023,03
1753,1500000US280719505011,03
1754,1500000US280719505012,03
1755,1500000US280719505013,03
1756,1500000US280719505014,03
1757,1500000US280750105005,02
1758,1500000US280750106001,02
1759,1500000US280750106002,02
1760,1500000US280750106003,02
1761,1500000US280750106005,02
1762,1500000US280750107001,02
1763,1500000US280759800001,02
1764,1500000US280779601001,04
1765,1500000US280779601002,02
1766,1500000US280779601003,02
1767,1500000US280890301064,04
1768,1500000US280890301071,04
1769,1500000US280890301072,04
1770,1500000US280890301082,04
1771,1500000US280890301083,04
1772,1500000US280890301085,04
1773,1500000US280890302011,01
1774,1500000US280890302012,01
1775,1500000US280890302013,01
1776,1500000US280890302014,01
1777,1500000US280890302023,01
1778,1500000US280890302031,01
1779,1500000US280890302032,01
1780,1500000US280890302041,01
1781,1500000US280890302042,01
1782,1500000US280890302052,01
1783,1500000US280890302061,01
1784,1500000US280890302062,01
1785,1500000US280890303011,01
1786,1500000US280890303021,01
1787,1500000US280939505004,03
1788,1500000US280959501001,03
1789,1500000US280959501002,03
1790,1500000US280959501003,03
1791,1500000US280959501004,03
1792,1500000US280959502001,03
1793,1500000US280959502003,04
1794,1500000US280959502004,04
1795,1500000US280959502005,04
1796,1500000US280959503002,03
1797,1500000US281459501003,03
1798,1500000US281459502001,03
1799,1500000US281459502002,03
1800,1500000US281459502003,03
1801,1500000US281459503002,03
1802,1500000US281459503003,03
1803,1500000US281459504001,03
1804,1500000US281459504003,03
1805,1500000US281459505001,03
1806,1500000US281459505002,03
1807,1500000US281459505003,03
1808,1500000US281459505004,03
1809,1500000US281459506002,03
1810,1500000US281459506003,03
1811,1500000US281479501001,02
1812,1500000US281510015003,01
1813,1500000US281510015004,01
1814,1500000US281510016002,01
1815,1500000US281510016003,01
1816,1500000US281510017002,01
1817,1500000US281510017003,01
1818,1500000US281510020001,01
1819,1500000US281510020002,01
1820,1500000US281539501001,02
1821,1500000US281539501002,02
1822,1500000US280890301062,04
1823,1500000US280890303022,01
1824,1500000US281539501004,02
1825,1500000US281539502001,02
1826,1500000US281539502003,02
1827,1500000US281539502004,02
1828,1500000US281539502005,02
1829,1500000US281539503001,02
1830,1500000US281539503002,02
1831,1500000US281539503003,02
1832,1500000US281539503004,02
1833,1500000US280959503003,03
1834,1500000US281539504002,02
1835,1500000US281539504003,02
1836,1500000US281539504004,02
1837,1500000US281559501001,04
1838,1500000US281559501002,04
1839,1500000US281559502001,03
1840,1500000US281479501002,01
1841,1500000US281559502003,03
1842,1500000US281559503002,03
1843,1500000US281579501002,01
1844,1500000US281579501003,01
1845,1500000US281579502002,01
1846,1500000US281579502003,01
1847,1500000US281579502005,01
1848,1500000US281539501003,02
1849,1500000US281599501002,04
1850,1500000US281599501003,04
1851,1500000US281599502001,04
1852,1500000US281599502002,04
1853,1500000US281599502003,04
1854,1500000US281599502004,04
1855,1500000US281599503002,04
1856,1500000US281599503004,04
1857,1500000US281599504001,04
1858,1500000US281539504001,02
1859,1500000US281599504004,04
1860,1500000US281599505001,04
1861,1500000US281599505002,04
1862,1500000US281599505003,04
1863,1500000US281599505004,04
1864,1500000US281619501001,03
1865,1500000US281619501002,03
1866,1500000US281619502001,03
1867,1500000US281619502002,03
1868,1500000US281619502003,03
1869,1500000US281559502002,03
1870,1500000US281619503001,03
1871,1500000US281619503003,03
1872,1500000US281619503004,03
1873,1500000US281619503005,03
1874,1500000US281639501001,01
1875,1500000US281639501002,01
1876,1500000US281599501001,04
1877,1500000US281639501004,01
1878,1500000US281639502002,01
1879,1500000US281639502004,01
1880,1500000US281639503001,01
1881,1500000US281639503002,01
1882,1500000US281639503003,01
1883,1500000US281639504001,01
1884,1500000US281639505001,01
1885,1500000US281639505002,01
1886,1500000US281639505003,01
1887,1500000US281639506001,01
1888,1500000US281599504003,04
1889,1500000US281639506003,01
1890,1500000US281639506004,01
1891,1500000US281639506005,01
1892,1500000US280330703241,03
1893,1500000US280330712001,01
1894,1500000US280470023001,02
1895,1500000US280490007004,01
1896,1500000US280490101011,04
1897,1500000US280299504001,04
1898,1500000US280590416002,02
1899,1500000US280679504021,04
1900,1500000US280490112023,04
1901,1500000US281310201002,02
1902,1500000US281099505014,02
1903,1500000US280870009004,04
1904,1500000US280919503002,02
1905,1500000US281619502004,03
1906,1500000US280750105001,02
1907,1500000US281210202064,04
1908,1500000US281639501003,01
1909,1500000US281639506002,01
1910,1500000US281479502001,01
1911,1500000US281179503002,03
1912,1500000US281179503003,03
1913,1500000US281179503004,03
1914,1500000US281179503006,03
1915,1500000US281179504001,03
1916,1500000US281179504002,03
1917,1500000US281179504003,03
1918,1500000US281179504004,03
1919,1500000US281179505001,03
1920,1500000US281199501001,01
1921,1500000US281199501002,01
1922,1500000US281199502002,01
1923,1500000US281199503001,01
1924,1500000US280890303023,01
1925,1500000US280890303024,01
1926,1500000US280890304001,01
1927,1500000US280890304002,01
1928,1500000US280890304003,01
1929,1500000US280890305002,01
1930,1500000US280890305003,01
1931,1500000US280890305004,01
1932,1500000US280890306002,01
1933,1500000US280890307001,01
1934,1500000US280890308002,01
1935,1500000US280890309001,01
1936,1500000US280959504002,03
1937,1500000US281359504002,01
1938,1500000US281379501002,03
1939,1500000US281379501003,03
1940,1500000US281379502001,03
1941,1500000US281379502002,03
1942,1500000US281379502003,03
1943,1500000US281379502004,03
1944,1500000US281379503011,01
1945,1500000US281379503012,01
1946,1500000US281379503013,03
1947,1500000US281479501003,01
1948,1500000US281479501004,01
1949,1500000US281479501005,01
1950,1500000US281479501006,01
1951,1500000US281479502002,01
1952,1500000US281479503001,01
1953,1500000US281479503002,01
1954,1500000US281479503003,02
1955,1500000US281479503004,02
1956,1500000US281479503005,02
1957,1500000US281499501001,01
1958,1500000US281199503004,01
1959,1500000US281199503005,01
1960,1500000US281210201011,03
1961,1500000US281210201012,03
1962,1500000US281210201013,03
1963,1500000US281210201021,03
1964,1500000US281210201022,03
1965,1500000US281210201023,04
1966,1500000US281210202062,04
1967,1500000US281210202063,04
1968,1500000US281210202071,04
1969,1500000US280890309002,01
1970,1500000US280890309003,01
1971,1500000US280890309004,01
1972,1500000US280890310001,01
1973,1500000US280919501001,02
1974,1500000US280919501002,04
1975,1500000US280919501003,02
1976,1500000US280919501004,02
1977,1500000US280919501005,02
1978,1500000US281379503021,01
1979,1500000US281379503022,01
1980,1500000US281379504003,01
1981,1500000US281399501001,03
1982,1500000US281399501002,03
1983,1500000US281399501003,03
1984,1500000US281399501004,03
1985,1500000US281399502001,03
1986,1500000US281399502002,03
1987,1500000US281399502003,03
1988,1500000US281499501002,01
1989,1500000US281499501003,01
1990,1500000US281499502001,01
1991,1500000US281499502002,01
1992,1500000US281499502003,01
1993,1500000US281499502004,01
1994,1500000US281499503002,01
1995,1500000US281499503004,01
1996,1500000US281499504001,01
1997,1500000US281499504002,01
1998,1500000US281499504003,01
1999,1500000US281499504004,01
2000,1500000US281499505002,01
2001,1500000US281499505003,01
2002,1500000US281499506001,01
2003,1500000US281499506002,01
2004,1500000US281499506003,01
2005,1500000US281199503002,01
2006,1500000US281210202072,04
2007,1500000US281210202073,04
2008,1500000US281210202074,04
2009,1500000US281210202082,00
2010,1500000US281210202083,00
2011,1500000US281210202084,04
2012,1500000US281210202085,04
2013,1500000US281210202091,04
2014,1500000US281210202092,04
2015,1500000US281210202094,04
2016,1500000US281210202101,04
2017,1500000US281210202102,04
2018,1500000US281210202103,04
2019,1500000US281210202111,04
2020,1500000US281210202121,04
2021,1500000US281210202122,04
2022,1500000US281210202131,04
2023,1500000US281210203011,04
2024,1500000US281210203013,04
2025,1500000US280919502001,02
2026,1500000US280919502002,02
2027,1500000US280919503003,02
2028,1500000US280919504001,02
2029,1500000US280919504003,02
2030,1500000US280919504004,02
2031,1500000US280919505001,02
2032,1500000US280919505002,02
2033,1500000US280919505003,02
2034,1500000US281399503002,03
2035,1500000US281399504001,03
2036,1500000US281399504002,03
2037,1500000US281399504003,03
2038,1500000US281399504004,03
2039,1500000US281399504005,03
2040,1500000US281419501001,03
2041,1500000US281419501002,03
2042,1500000US281419501003,03
2043,1500000US281419502001,03
2044,1500000US281499506004,01
2045,1500000US281499507002,01
2046,1500000US281499507003,01
2047,1500000US281499508001,01
2048,1500000US281499508002,01
2049,1500000US281499509011,01
2050,1500000US281499509012,01
2051,1500000US281499509013,01
2052,1500000US281499509021,01
2053,1500000US281499511011,01
2054,1500000US281210203021,04
2055,1500000US281210203022,04
2056,1500000US281210203023,04
2057,1500000US281210204011,04
2058,1500000US281210204021,04
2059,1500000US281210204022,04
2060,1500000US281210204023,04
2061,1500000US281210205001,04
2062,1500000US280870004042,04
2063,1500000US280870005002,04
2064,1500000US280870005003,04
2065,1500000US280870006001,04
2066,1500000US280870006002,04
